"current_path","classification","original_path","destination_applied","in_repo_now","active_consumer","referenced_by","requires_local_data","manuscript_relevant","safe_to_move","notes"
"Testing/audits/audit_hmm_state_architecture_longitudinal.R","data_dependent_audit","Testing/audit_hmm_state_architecture_longitudinal.R","Testing/audits/audit_hmm_state_architecture_longitudinal.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_longitudinal.R from repo root)","none","yes","indirect","yes","CHAINED CONSUMER of components.R. Repo root via repo_candidates at L70-76 - depth-independent. HARD chain: L124 stops with 'Foundation table missing' if hmm_architecture_component_epoch_metrics.csv is absent, then reads it at L125. project_root hardcoded absolute at L80, audit_out at L81; Stage 01 roster checked at L101. Writes hmm_architecture_longitudinal_results.csv (L698-700). Uses the unchanged repo estimator Functions/hmm_stage14_helpers.R::fit_repeated_measures_domain_contrasts() (noted L550), reached via source_mmm_helper() after _pipeline_setup.R, so no path in the model layer depends on script depth."
"Testing/audits/audit_hmm_state_architecture_partition_robustness.R","data_dependent_audit","Testing/audit_hmm_state_architecture_partition_robustness.R","Testing/audits/audit_hmm_state_architecture_partition_robustness.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_partition_robustness.R from repo root)","none","yes","indirect","yes","Repo root via hardcoded absolute setwd at L8 + source('Analysis/_pipeline_setup.R') at L9 - depth-independent. NOT CHAINED: reads only Stage 01 5min (L71) and 10min (L74) all_behavior_metrics.csv under PROJ (L13). OUT hardcoded absolute at L12 via getOption('mmm.audit_out', ...). Writes hmm_architecture_partition_robustness_contrasts.csv (L112)."
"Testing/audits/audit_hmm_state_architecture_phaseA_formula_units_qc.R","data_dependent_audit","Testing/audit_hmm_state_architecture_phaseA_formula_units_qc.R","Testing/audits/audit_hmm_state_architecture_phaseA_formula_units_qc.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_phaseA_formula_units_qc.R from repo root)","none","yes","indirect","yes","Repo root via hardcoded absolute setwd at L3 + source('Analysis/_pipeline_setup.R'); source_mmm_helper('hmm_stage14_helpers.R') at L4 - depth-independent. CHAINED CONSUMER of components.R: L9 reads hmm_architecture_component_epoch_metrics.csv, unguarded. A/B/HMM roots hardcoded absolute at L5-L7; also reads shipped qc_chip_loss_flags.csv (L84) and hmm_sequence_quality_audit.csv (L92). Writes phaseA_issue1_formula_preservation.csv (L42), phaseA_issue2_dwell_units.csv (L81) and a QC table at L126."
"Testing/audits/audit_hmm_state_architecture_phaseA_gapaware_contrasts.R","data_dependent_audit","Testing/audit_hmm_state_architecture_phaseA_gapaware_contrasts.R","Testing/audits/audit_hmm_state_architecture_phaseA_gapaware_contrasts.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_phaseA_gapaware_contrasts.R from repo root)","none","yes","indirect","yes","Repo root via hardcoded absolute setwd at L5 + source('Analysis/_pipeline_setup.R'); source_mmm_helper('hmm_stage14_helpers.R') at L6 - depth-independent. CHAINED CONSUMER of components.R: L8 reads hmm_architecture_component_epoch_metrics.csv, unguarded. OUT hardcoded absolute at L7. Writes phaseA_issue4_gapaware_contrast_comparison.csv (L39). NOTE a pre-existing overlap unrelated to the move: audit_hmm_state_architecture_phaseA_partition_and_gap.R writes the SAME output filename phaseA_issue4_gapaware_contrast_comparison.csv (its L180), so whichever runs last wins; keep both in the same destination directory so the collision stays as visible as it is today."
"Testing/audits/audit_hmm_state_architecture_phaseA_partition_and_gap.R","data_dependent_audit","Testing/audit_hmm_state_architecture_phaseA_partition_and_gap.R","Testing/audits/audit_hmm_state_architecture_phaseA_partition_and_gap.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_phaseA_partition_and_gap.R from repo root)","none","yes","indirect","yes","Repo root via hardcoded absolute setwd at L5 + source('Analysis/_pipeline_setup.R'); source_mmm_helper('hmm_stage14_helpers.R') at L6 - depth-independent. PARTIALLY CHAINED: the partition half (L42-L102) reads only Stage 01 5min/10min all_behavior_metrics.csv under PROJ (L8) and refits, but the gap half at L136 reads hmm_architecture_component_epoch_metrics.csv from components.R, unguarded. OUT hardcoded absolute at L7. Writes phaseA_issue3_topproximity_state_profiles.csv (L101), phaseA_issue3_topproximity_partition_contrasts.csv (L102) and phaseA_issue4_gapaware_contrast_comparison.csv (L180 - same filename also written by phaseA_gapaware_contrasts.R L39; pre-existing, not caused by the move)."
"Testing/audits/audit_hmm_state_architecture_profile.R","data_dependent_audit","Testing/audit_hmm_state_architecture_profile.R","Testing/audits/audit_hmm_state_architecture_profile.R",TRUE,"none (manually invoked: Rscript Testing/audit_hmm_state_architecture_profile.R from repo root; no orchestrator sources it)","none","yes","indirect","yes_with_reference_updates","THE ONLY FILE IN THIS SET THAT BREAKS ON MOVE. It is also the sole file in the set using the --file= / dirname() mechanism; all 19 siblings use CWD-relative, hardcoded-absolute, or repo_candidates resolution. MINIMAL ROBUST FIX - replace lines 44-48 with a marker-walk that is depth-independent and preserves the existing NA fallback and the unchanged L50 source() call: repo_root <- local({ fallback <- ""C:/Users/topohl/Documents/GitHub/MMMSociability""; if (is.na(script_path)) return(fallback); d <- dirname(script_path); for (i in seq_len(6L)) { if (file.exists(file.path(d, ""Analysis"", ""_pipeline_setup.R""))) return(d); p <- dirname(d); if (identical(p, d)) break; d <- p }; fallback }). This walks up from the script's own directory looking for the same Analysis/_pipeline_setup.R marker that find_mmm_repo_root() uses, so it is correct at ANY nesting depth and stays CWD-independent (a property the CWD-relative siblings do not have). Lines 38-42 and 50 need no change. Scientific behavior is bit-identical: repo_root resolves to the same <repo> value it does today. A one-line alternative (replace L38-50 with source(""Analysis/_pipeline_setup.R"")) also works but would silently downgrade the script to requiring CWD=repo root, so the walk-up is preferred. Data side is unaffected: PROJECT is hardcoded absolute at L53; AUDIT_OUT at L54-57 under S:/.../12_systems_neuroscience_summary/5min_based/audit_hmm_state_architecture. Root producer, not a chained consumer: it reads only Stage 01/08 S: artifacts and writes hmm_state_multidimensional_profile_audit.csv (L638), hmm_state_emission_degeneracy_audit.csv (L639), hmm_state_binlevel_profile_audit.csv (L640); git grep confirms no other audit reads those three tables. || MOVE_BREAKS: BREAKS. Lines 38-48 derive repo_root from the --file= argument: L38-42 build script_path via commandArgs()/normalizePath(); L44-48 set repo_root <- dirname(dirname(script_path)) (L45 is the exact defect). L50 then does source(file.path(repo_root, 'Analysis', '_pipeline_setup.R')). Today script_path=<repo>/Testing/X.R so dirname(dirname()) correctly yields <repo>. After moving to Testing/audits/, script_path=<repo>/Testing/audits/X.R and dirname(dirname()) yields <repo>/Testing, so L50 sources <repo>/Testing/Analysis/_pipeline_setup.R which does not exist -> hard error before any analysis runs. Verified empirically with Rscript: file.exists() == FALSE. The L46-48 fallback does NOT rescue this, because it only fires when script_path is NA; under Rscript script_path is always populated, so the wrong two-level path is used unconditionally."
"Testing/audits/audit_hmm_state_architecture_provenance.R","data_dependent_audit","Testing/audit_hmm_state_architecture_provenance.R","Testing/audits/audit_hmm_state_architecture_provenance.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_provenance.R from repo root)","none","yes","indirect","yes","Repo root via a named absolute constant: repo <- 'C:/Users/topohl/Documents/GitHub/MMMSociability' at L25, setwd(repo) at L26, then source('Analysis/_pipeline_setup.R') at L27 and source_mmm_helper('hmm_stage14_helpers.R') at L28 - depth-independent. Note this variant hardcodes the path rather than reading Sys.getenv('MMM_REPO_DIR'), so it is absolute but not overridable. NOT CHAINED: reads Stage 08 hmm_state_summary.csv / hmm_state_occupancy.csv / hmm_state_assignments.csv (L52, L73, L76) and the Stage 01 roster (L41) under project (L30). Writes six audit_doc_v* tables: v1 (L67), v2 (L90), v3 (L124), v3b (L136), v5 (L155), v5b (L164), v4 (L186), v4b (L200), all under audit_out (L31-32)."
"Testing/audits/audit_hmm_state_architecture_provenance_addendum.R","data_dependent_audit","Testing/audit_hmm_state_architecture_provenance_addendum.R","Testing/audits/audit_hmm_state_architecture_provenance_addendum.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_provenance_addendum.R from repo root)","none","yes","indirect","yes","Companion to provenance.R and uses the identical mechanism: repo <- 'C:/Users/topohl/Documents/GitHub/MMMSociability' at L14, setwd(repo) at L15, source('Analysis/_pipeline_setup.R') at L16, source_mmm_helper('hmm_stage14_helpers.R') at L17 - depth-independent. Despite the name it is NOT chained on provenance.R's output tables: it independently re-reads Stage 08 hmm_state_summary.csv and hmm_state_occupancy.csv (L39, L42) and the Stage 01 roster (L29) under project (L19), so it can be run standalone. Writes audit_doc_v6_sex_and_cc_terms.csv (L81), audit_doc_v7_artifact_consumption_map.csv (L107) and audit_doc_v7b_stage08_files_present.csv (L113). Move it together with provenance.R to keep the v1-v7b table family co-located."
"Testing/audits/audit_hmm_state_architecture_qc_sensitivity.R","data_dependent_audit","Testing/audit_hmm_state_architecture_qc_sensitivity.R","Testing/audits/audit_hmm_state_architecture_qc_sensitivity.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_qc_sensitivity.R from repo root)","none","yes","indirect","yes","Repo root via hardcoded absolute setwd at L6 + source('Analysis/_pipeline_setup.R') and source_mmm_helper('hmm_stage14_helpers.R') at L7 - depth-independent. CHAINED CONSUMER: L25 reads hmm_architecture_temporal_epoch_metrics.csv (from temporal_components.R), unguarded. Also reads the shipped qc_chip_loss_flags.csv at L11. B hardcoded absolute at L8, A derived from B at L9. Writes hmm_architecture_qc_leaveout_sensitivity.csv (L60)."
"Testing/audits/audit_hmm_state_architecture_redundancy.R","data_dependent_audit","Testing/audit_hmm_state_architecture_redundancy.R","Testing/audits/audit_hmm_state_architecture_redundancy.R",TRUE,"none (manual: Rscript Testing/audit_hmm_state_architecture_redundancy.R from repo root)","Testing/audit_hmm_state_architecture_construct_comparison.R (L14 comment, L410 report text, L1027 provenance string)","yes","indirect","yes_with_reference_updates","CHAINED CONSUMER AND PRODUCER. Repo root via repo_candidates at L58-64 (same CWD-relative/absolute triple as components.R) - depth-independent. HARD chain dependency: L100-101 read hmm_architecture_component_epoch_metrics.csv from audit_out and stop() if absent, so components.R must run first. SOFT chain: L639-642 optionally read hmm_architecture_check_l2_subsampling_length_bias.csv (also produced by components.R) under file.exists(). Produces hmm_architecture_proposed_construct_definition.csv (L996), hmm_architecture_proposed_construct_contrasts.csv (L1058) and hmm_architecture_proposed_construct_readdensity_sensitivity.csv (L1113); the contrasts table is in turn consumed by construct_comparison.R. project_root hardcoded absolute at L68. Reference updates COSMETIC ONLY: construct_comparison cites the old path in a comment, a rendered report line, and a candidate_C_provenance string - the last one is embedded in a written CSV, so leaving it stale would put an incorrect path into an output artifact; updating it changes only a provenance label, not any number."
